"time","sales_profitmargin","store","type","store_age","period","device","insurance","accessory","undeclared","region_name","store_label"
1,21.7031021118164,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,40.4179420471191,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,28.3687915802002,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,21.4576930999756,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
0,26.41650390625,3,"insurance + device",3,"Before",0,1,0,0,"Shopping Mall","Store 3"
1,36.8480606079102,3,"accessory",3,"After",0,0,1,0,"Shopping Mall","Store 3"
1,-2.9422402381897,3,".",3,"After",0,0,0,1,"Shopping Mall","Store 3"
1,10.7151870727539,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
0,19.6450462341309,3,"accessory",3,"Before",0,0,1,0,"Shopping Mall","Store 3"
1,18.1276760101318,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
0,14.8824491500854,3,"electronic device",3,"Before",1,0,0,0,"Shopping Mall","Store 3"
1,17.7909545898438,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,13.9304208755493,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
0,43.0447540283203,3,"insurance + device",3,"Before",0,1,0,0,"Shopping Mall","Store 3"
0,7.8126540184021,3,".",3,"Before",0,0,0,1,"Shopping Mall","Store 3"
0,19.1691761016846,3,"electronic device",3,"Before",1,0,0,0,"Shopping Mall","Store 3"
0,16.4173755645752,3,"electronic device",3,"Before",1,0,0,0,"Shopping Mall","Store 3"
1,15.1815462112427,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,2.16941070556641,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
0,10.1960649490356,3,"electronic device",3,"Before",1,0,0,0,"Shopping Mall","Store 3"
1,30.8986968994141,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,30.2028102874756,3,"accessory",3,"After",0,0,1,0,"Shopping Mall","Store 3"
1,35.8073654174805,3,"insurance + device",3,"After",0,1,0,0,"Shopping Mall","Store 3"
1,18.2208271026611,3,"electronic device",3,"After",1,0,0,0,"Shopping Mall","Store 3"
1,14.931619644165,3,".",3,"After",0,0,0,1,"Shopping Mall","Store 3"
1,18.820858001709,3,".",3,"After",0,0,0,1,"Shopping Mall","Store 3"
1,8.66522979736328,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
0,23.1888294219971,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,31.4509048461914,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,-10.1209545135498,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
0,-23.8362083435059,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
1,4.0752592086792,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
1,37.7280387878418,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,31.9214897155762,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,43.0251007080078,4,"accessory",8,"After",0,0,1,0,"Shopping Mall","Store 4"
0,23.0688457489014,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
1,38.8637046813965,4,"accessory",8,"After",0,0,1,0,"Shopping Mall","Store 4"
1,45.4109649658203,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,7.29569578170776,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,29.776891708374,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
1,15.2376871109009,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,42.4302444458008,4,"accessory",8,"After",0,0,1,0,"Shopping Mall","Store 4"
0,15.6310939788818,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,6.19728326797485,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,22.3969745635986,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,9.58183193206787,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
0,24.995189666748,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,-18.9078483581543,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
1,31.3960037231445,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,27.4116249084473,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,4.62901401519775,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
1,15.5507125854492,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
0,2.990478515625,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
0,4.87289333343506,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
1,7.31292486190796,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
1,15.4034585952759,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
1,12.5024290084839,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,26.0312385559082,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,16.1517143249512,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
0,22.358118057251,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
1,-1.56924390792847,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
1,8.49566841125488,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
0,-3.59870481491089,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
1,22.8851203918457,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,25.8905258178711,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,10.7515172958374,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
1,9.90405464172363,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
1,36.5171432495117,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,25.3559131622314,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
0,12.9515228271484,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,16.8274192810059,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,27.965482711792,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,12.3168210983276,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,22.9825649261475,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
0,19.8424434661865,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,15.638542175293,4,"accessory",8,"After",0,0,1,0,"Shopping Mall","Store 4"
1,32.0453491210938,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,1.27491760253906,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,20.6200523376465,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,45.3834609985352,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,24.3420066833496,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,36.4657402038574,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
1,0.212192058563232,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
1,-4.53289031982422,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,27.3297233581543,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
1,23.4291076660156,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
1,24.8555641174316,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
1,18.1879138946533,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
0,14.1588258743286,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,14.8109569549561,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
1,21.5721607208252,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,15.5688648223877,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,14.6117057800293,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
0,29.4190349578857,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,12.5060510635376,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,22.5927333831787,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,22.3467502593994,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
1,11.6992120742798,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
1,30.3505382537842,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,5.41014862060547,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,0.50830078125,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,22.2539768218994,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
0,12.3790044784546,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
0,10.4893178939819,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,16.1887493133545,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,19.2275085449219,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
0,-3.91245460510254,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
1,7.30726909637451,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
1,21.3615341186523,4,"accessory",8,"After",0,0,1,0,"Shopping Mall","Store 4"
1,6.56093692779541,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,19.3864936828613,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
0,8.18982124328613,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,16.8029975891113,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,20.2647514343262,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,1.61298751831055,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
0,7.9355092048645,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,11.116114616394,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
1,20.2432327270508,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,17.0790843963623,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,2.83152437210083,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
1,23.6224346160889,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
0,24.2399101257324,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,5.38211631774902,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,26.6999549865723,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
1,5.19693183898926,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
0,20.023229598999,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,29.18994140625,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,22.7605724334717,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,15.1578311920166,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,-2.64494276046753,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
1,9.49782943725586,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
0,21.0447463989258,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,27.251823425293,4,"accessory",8,"After",0,0,1,0,"Shopping Mall","Store 4"
0,12.1783390045166,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
1,3.06607890129089,4,"electronic device",8,"After",1,0,0,0,"Shopping Mall","Store 4"
1,22.22194480896,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
0,4.1918363571167,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,16.4677124023438,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
0,27.0713596343994,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
1,15.5258197784424,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
0,9.39866352081299,4,".",8,"Before",0,0,0,1,"Shopping Mall","Store 4"
1,8.77253818511963,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
0,31.7730026245117,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
0,23.0997619628906,4,"electronic device",8,"Before",1,0,0,0,"Shopping Mall","Store 4"
0,23.7913417816162,4,"insurance + device",8,"Before",0,1,0,0,"Shopping Mall","Store 4"
1,31.126708984375,4,".",8,"After",0,0,0,1,"Shopping Mall","Store 4"
1,13.5396718978882,4,"insurance + device",8,"After",0,1,0,0,"Shopping Mall","Store 4"
1,24.1734752655029,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,18.7170429229736,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
1,20.7653369903564,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,13.0594511032104,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,25.8430652618408,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
1,-3.33995532989502,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
0,15.3187808990479,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
1,29.4503898620605,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
0,-0.350265026092529,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,24.1305484771729,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,30.7030410766602,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,29.7659797668457,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
0,15.3018980026245,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,24.7372398376465,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,0.519035339355469,5,"accessory",7,"Before",0,0,1,0,"Town Centre","Store 5"
1,9.000319480896,5,".",7,"After",0,0,0,1,"Town Centre","Store 5"
0,17.5393047332764,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,3.42505073547363,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
0,17.5814781188965,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
1,1.9474081993103,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,37.002758026123,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,24.3203735351562,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
1,10.1791725158691,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,23.9968395233154,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,40.3313064575195,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
0,-1.25629949569702,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
1,30.812183380127,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
0,4.98513078689575,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
1,23.3259315490723,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,27.6743087768555,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
0,1.64906072616577,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,35.6944046020508,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,24.730224609375,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
1,19.6996116638184,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,48.1304016113281,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
1,31.8341255187988,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,13.3789100646973,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,15.02419090271,5,".",7,"After",0,0,0,1,"Town Centre","Store 5"
0,7.80795955657959,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
1,28.0172119140625,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,30.5441360473633,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
0,15.9462099075317,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,8.20391464233398,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,23.1166591644287,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,26.4299507141113,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,6.71418190002441,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
0,22.9960975646973,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
0,17.9437980651855,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
0,20.2625598907471,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,9.26746368408203,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
1,18.1999473571777,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,40.0251541137695,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,16.4214248657227,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
0,29.8774089813232,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
0,7.05509090423584,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
0,11.6045036315918,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
0,18.0738849639893,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,6.20979404449463,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
0,17.6879501342773,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,-18.4853286743164,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
1,4.74859857559204,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,26.0931091308594,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,-12.9155416488647,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
1,29.2226448059082,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,19.5562648773193,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,29.0445423126221,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,30.8095016479492,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,9.30992031097412,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,1.97031497955322,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,11.5866384506226,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,-12.4013214111328,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,23.7159576416016,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,20.5218524932861,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
0,19.5745811462402,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,0.500016689300537,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
1,28.0858936309814,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,25.1288509368896,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,-2.93786001205444,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,-2.10320949554443,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
1,10.065860748291,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,22.6677303314209,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,34.8999786376953,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
1,2.64400291442871,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,9.94550037384033,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,-9.65707397460938,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,9.91535186767578,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,22.6791000366211,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,15.0091886520386,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
1,1.52819967269897,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,28.1783027648926,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,39.998104095459,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
1,16.7297706604004,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,16.0833873748779,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,-16.1848239898682,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
0,8.04807376861572,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,24.3616561889648,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,12.8968133926392,5,".",7,"After",0,0,0,1,"Town Centre","Store 5"
0,33.6649703979492,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
0,21.2440032958984,5,"accessory",7,"Before",0,0,1,0,"Town Centre","Store 5"
1,-0.574245929718018,5,".",7,"After",0,0,0,1,"Town Centre","Store 5"
0,23.7014312744141,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,24.2244052886963,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,11.3032608032227,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,7.53743076324463,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,38.6712188720703,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
1,52.8695602416992,5,"accessory",7,"After",0,0,1,0,"Town Centre","Store 5"
0,6.32942962646484,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
1,19.1311836242676,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,21.2107276916504,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,12.4549932479858,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,23.1892776489258,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,6.79812145233154,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,20.8374404907227,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,37.5339660644531,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,-10.5226764678955,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
1,26.0234127044678,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,30.6142120361328,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,-16.2050399780273,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
0,32.6291046142578,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
0,3.26224207878113,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,8.13780784606934,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,9.23200607299805,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,13.014331817627,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
1,10.4985427856445,5,"insurance + device",7,"After",0,1,0,0,"Town Centre","Store 5"
0,13.2470607757568,5,"insurance + device",7,"Before",0,1,0,0,"Town Centre","Store 5"
1,9.99069118499756,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,2.80768775939941,5,".",7,"After",0,0,0,1,"Town Centre","Store 5"
0,14.5255041122437,5,"electronic device",7,"Before",1,0,0,0,"Town Centre","Store 5"
1,12.4594402313232,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
1,9.30828380584717,5,"electronic device",7,"After",1,0,0,0,"Town Centre","Store 5"
0,-0.898727416992188,5,".",7,"Before",0,0,0,1,"Town Centre","Store 5"
0,-6.64933061599731,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
1,35.0547332763672,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,12.3977565765381,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,23.6161918640137,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,7.88327598571777,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
0,28.2507667541504,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
1,-4.89516878128052,6,".",1,"After",0,0,0,1,"Metropole Centre","Store 6"
1,5.02438831329346,6,".",1,"After",0,0,0,1,"Metropole Centre","Store 6"
1,33.6366844177246,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,23.5894813537598,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,25.2503871917725,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,12.0339708328247,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,11.973048210144,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
1,4.49884128570557,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,-0.631828308105469,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,38.3716926574707,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
1,13.713828086853,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,30.0915107727051,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,37.227668762207,6,"accessory",1,"After",0,0,1,0,"Metropole Centre","Store 6"
1,8.46082878112793,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,-0.127959251403809,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,-0.859030723571777,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,11.9449510574341,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
1,27.5425720214844,6,"accessory",1,"After",0,0,1,0,"Metropole Centre","Store 6"
1,16.6181163787842,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,20.3637313842773,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,-3.9276123046875,6,".",1,"After",0,0,0,1,"Metropole Centre","Store 6"
0,5.77658987045288,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
1,33.4015502929688,6,".",1,"After",0,0,0,1,"Metropole Centre","Store 6"
0,-6.59907817840576,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
